sr,taluka,site,lat,lon,aquifer,ph,ec,tds,th,ca,mg,na,k,hco3,cl,so4,no3,f,sar,rsc,page,is10500_exceedances,n_params_tested,irrigation_class_e,source_agency,sample_period
91,Kalmeshwar,Khapri,21.2353,78.835,shallow,7.8,953.0,505.0,367.2,45.0,60.8,26.0,1.1,368.7,48.4,36.0,45.0,0.75,0.59,-1.2,249.0,,6,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
92,Kalmeshwar,Linga,21.2028,78.8214,shallow,7.7,1476.0,782.0,418.2,47.0,71.7,63.0,63.78,529.3,85.6,75.0,46.0,0.54,1.35,0.43,249.0,nitrate,6,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
93,Kalmeshwar,Kohli,21.2522,78.8161,shallow,7.7,908.0,482.0,367.2,65.4,48.6,29.0,1.64,380.6,40.9,42.0,41.0,1.03,0.66,-1.03,249.0,,6,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
94,Katol,Wasboli,21.2189,78.7022,shallow,7.7,1141.0,569.0,326.4,42.9,52.3,40.0,12.84,386.6,53.4,41.0,44.0,0.62,0.97,-0.11,249.0,,6,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
95,Kalmeshwar,Ramgiri,21.3019,78.7514,shallow,7.2,522.0,276.0,163.2,45.0,12.2,45.0,1.79,273.6,16.1,14.0,9.0,0.6,1.54,1.24,249.0,,6,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
96,Nagpur (R),Khairgaon,21.1858,78.9567,shallow,7.3,1333.0,706.0,453.9,92.0,53.5,33.0,1.8,428.2,78.2,66.0,47.0,0.25,0.68,-1.98,249.0,nitrate,6,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
97,Nagpur (R),Satgaon,20.9297,79.0036,shallow,7.7,1012.0,536.0,214.2,42.9,25.5,72.0,0.77,243.8,83.1,62.0,25.0,1.02,2.15,-0.25,249.0,,6,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
98,Kalmeshwar,Ashti,21.2019,78.9683,shallow,7.8,782.0,414.0,300.9,65.4,32.8,37.0,1.23,374.7,18.6,26.0,41.0,0.76,0.93,0.17,249.0,,6,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
99,Narkhed,Mohad,21.4686,78.4458,shallow,7.7,2076.0,1100.0,622.2,139.0,65.6,130.0,3.06,463.9,294.1,68.0,16.0,0.26,2.27,-4.74,249.0,hardness,6,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
100,Mauda,Mouda-1,21.1472,79.4003,shallow,7.6,2288.0,1212.0,275.4,40.9,41.3,286.0,10.67,624.5,204.7,154.0,46.0,0.5,7.54,4.79,249.0,nitrate,6,fail,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
101,Hingna,Hingna (Dhangarpura),21.0739,78.9578,shallow,7.6,664.0,352.0,249.9,24.5,45.0,33.0,1.55,321.2,21.1,23.0,23.0,0.32,0.91,0.34,249.0,,6,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
102,Ramtek,Karwahi,21.6689,79.45,shallow,8.0,1703.0,1107.0,438.2,145.7,71.1,170.87,2.51,385.5,215.9,99.0,31.0,,2.9,-6.82,250.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
103,Ramtek,Pathrai,21.5306,79.3,shallow,7.8,638.0,415.0,239.0,73.9,40.1,38.4,2.0,263.5,25.7,50.0,10.0,,0.89,-2.68,250.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
104,Ramtek,Kamthi,21.6067,79.3722,shallow,7.8,474.0,308.0,229.1,77.8,36.8,19.96,2.01,253.8,12.9,12.0,16.0,,0.47,-2.76,250.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
105,Ramtek,Lakhapur,21.5603,79.4311,shallow,7.6,335.0,218.0,109.6,31.9,18.9,33.46,1.6,107.4,28.3,35.0,8.0,,1.16,-1.39,250.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
106,Ramtek,Murda,21.4589,79.4164,shallow,7.4,1251.0,813.0,448.2,129.7,77.4,65.01,0.65,170.8,267.3,11.0,31.0,,1.11,-10.05,250.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
107,Ramtek,Gugaldoh/ Ghogra,21.4217,79.4322,shallow,7.6,1590.0,1034.0,517.9,167.7,85.1,85.22,0.96,322.1,210.8,109.0,31.0,,1.34,-10.11,250.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
108,Kamptee,Asoli Sakwa,21.1414,79.2042,shallow,7.9,1290.0,839.0,219.1,77.8,34.3,165.19,0.28,361.1,138.8,33.0,10.0,,3.92,-0.79,250.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
109,Kamptee,Gumthala,21.1375,79.2836,shallow,7.7,687.0,447.0,288.8,93.8,47.4,34.05,0.85,185.4,79.7,53.0,31.0,,0.71,-5.55,250.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
110,Kamptee,Palsad,21.1147,79.2717,shallow,7.6,908.0,590.0,303.8,101.8,49.1,61.81,2.07,161.0,79.7,139.0,39.0,,1.26,-6.49,250.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
111,Kamptee,Chikli,21.0867,79.3031,shallow,8.0,553.0,359.0,164.3,49.9,27.8,61.71,1.83,190.3,43.7,36.0,16.0,,1.74,-1.66,250.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
112,Kamptee,Badoda/ Wadoda,21.1339,79.3192,shallow,7.8,473.0,307.0,204.2,61.9,34.6,14.34,11.5,195.2,18.0,32.0,11.0,,0.36,-2.74,250.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
113,Mauda,Vanjara,21.1172,79.4189,shallow,7.8,619.0,402.0,254.0,79.8,42.3,36.3,1.82,253.8,18.0,49.0,29.0,,0.82,-3.31,250.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
114,Mauda,Chirvha,21.1278,79.4511,shallow,8.0,900.0,585.0,234.1,81.8,37.0,102.06,4.16,292.8,79.7,43.0,15.0,,2.35,-2.33,250.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
115,Mauda,Marodi,21.1564,79.45,shallow,7.9,777.0,505.0,219.1,65.9,37.2,38.43,2.87,302.6,43.7,15.0,18.0,,0.94,-1.4,250.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
116,Mauda,Dhanala,21.1858,79.4686,shallow,7.6,2240.0,1456.0,976.1,305.4,163.0,51.2,0.84,117.1,601.4,145.0,41.0,,0.59,-26.76,250.0,hardness,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
117,Mauda,Govri,21.1214,79.5056,shallow,7.9,1885.0,1225.0,562.7,167.7,96.0,135.69,30.03,551.4,246.7,76.0,37.0,,2.07,-7.25,250.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
118,Mauda,Panjra,21.2114,79.5369,shallow,8.2,1770.0,1151.0,368.5,123.8,59.5,235.0,1.67,395.3,231.3,127.0,28.0,,4.34,-4.61,250.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
119,Mauda,Sirsoli,21.2853,79.5369,shallow,8.1,685.0,445.0,293.8,85.8,50.5,41.17,3.09,253.8,77.1,31.0,20.0,,0.87,-4.29,250.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
120,Mauda,Bori Ghiwari,21.3281,79.5078,shallow,7.9,2894.0,1881.0,358.6,123.8,57.1,320.48,1.9,385.5,390.7,72.0,32.0,,5.97,-4.57,251.0,,5,fail,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
121,Mauda,Aroli,21.3228,79.4494,shallow,8.2,919.0,597.0,408.4,125.7,68.7,12.38,0.06,219.6,79.7,81.0,12.0,,0.22,-8.34,251.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
122,Mauda,Kumbhapur,21.1989,79.3283,shallow,8.1,751.0,488.0,403.4,139.7,64.1,2.24,0.06,322.1,20.6,52.0,19.0,,0.04,-6.98,251.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
123,Mauda,Bhendala,21.2308,79.4289,shallow,7.9,1674.0,1088.0,338.6,105.8,56.6,138.9,0.62,331.8,208.2,53.0,31.0,,2.71,-4.51,251.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
124,Mauda,Hingna,21.2622,79.3878,shallow,7.9,1691.0,1099.0,408.4,141.7,64.8,138.25,0.59,409.9,182.5,56.0,30.0,,2.41,-5.7,251.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
125,Mauda,Chacher,21.2831,79.3372,shallow,8.2,1970.0,1281.0,343.6,117.8,54.9,35.19,0.41,175.7,105.4,59.0,30.0,,0.67,-7.53,251.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
126,Mauda,Rewral,21.2647,79.4639,shallow,7.8,2952.0,1919.0,308.8,103.8,49.8,175.0,102.41,444.1,336.7,21.0,41.0,,3.53,-2.01,251.0,,5,fail,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
127,Kamptee,Waregaon,21.2475,79.1539,shallow,7.6,2506.0,1629.0,811.7,279.4,129.3,39.0,24.02,234.2,439.5,77.0,88.0,,0.48,-20.77,251.0,nitrate|hardness,5,fail,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
128,Kamptee,Suradevi,21.2469,79.1211,shallow,7.6,1569.0,1020.0,209.2,63.9,35.3,165.0,22.0,229.4,218.5,70.0,51.0,,4.11,-2.34,251.0,nitrate,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
129,Kamptee,Ghorpada,21.1886,79.1992,shallow,7.6,1985.0,1290.0,418.3,143.7,66.7,37.9,20.6,122.0,277.6,62.0,8.0,,0.65,-10.67,251.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
130,Kamptee,Gada,21.1964,79.2344,shallow,7.5,585.0,380.0,144.4,47.9,23.5,32.6,18.49,224.5,30.8,19.0,15.0,,0.96,-0.65,251.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
131,Kamptee,Ungaon,21.1903,79.2922,shallow,7.7,889.0,578.0,308.8,101.8,50.3,37.6,19.34,297.7,69.4,24.0,29.0,,0.76,-4.35,251.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
132,Parseoni,Khandala,21.2192,79.2672,shallow,7.7,724.0,471.0,119.5,35.9,20.3,68.0,21.0,283.0,43.7,22.0,17.0,,2.25,1.17,251.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
133,Kalmeshwar,Kalmeshwar,21.2297,78.9183,shallow,7.6,1898.0,1234.0,308.8,91.8,52.7,175.0,20.0,214.7,411.2,48.0,16.0,,3.6,-5.41,251.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
134,Kalmeshwar,Uparvani,21.215,78.8553,shallow,7.9,1174.0,763.0,239.0,79.8,38.7,85.33,20.16,361.1,100.2,29.0,59.0,,1.96,-1.25,251.0,nitrate,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
135,Kalmeshwar,Wathoda,21.2825,78.8389,shallow,7.4,1234.0,802.0,263.9,93.8,41.3,61.0,34.07,209.8,156.8,45.0,50.0,,1.32,-4.65,251.0,nitrate,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
136,Kalmeshwar,Mohpa,21.3064,78.8283,shallow,7.6,1109.0,721.0,318.7,107.8,51.3,35.16,20.45,239.1,125.9,32.0,62.0,,0.7,-5.69,251.0,nitrate,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
137,Kalmeshwar,Khairi,21.2925,78.7908,shallow,7.5,847.0,551.0,244.0,73.9,41.4,30.51,5.88,136.6,97.7,29.0,43.0,,0.7,-4.86,251.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
138,Kalmeshwar,Mandvi,21.3425,78.8058,shallow,7.8,962.0,625.0,139.4,47.9,22.2,60.5,36.6,39.0,92.5,84.0,46.0,,1.81,-3.58,252.0,nitrate,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
139,Kalmeshwar,Tishti,21.3731,78.7875,shallow,7.4,1026.0,667.0,259.0,87.8,41.6,35.3,20.9,175.7,107.9,35.0,78.0,,0.78,-4.93,252.0,nitrate,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
140,Kalmeshwar,Parsodi Wakil,21.3464,78.8856,shallow,7.7,756.0,491.0,149.4,43.9,25.6,52.9,20.46,268.4,28.3,16.0,32.0,,1.57,0.1,252.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
141,Kalmeshwar,Tel-Kamthi,21.3761,78.8517,shallow,7.7,1059.0,688.0,219.1,67.9,36.8,60.8,30.07,219.6,128.5,35.0,53.0,,1.48,-2.82,252.0,nitrate,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
142,Kalmeshwar,Dadhera,21.3889,78.7728,shallow,7.9,929.0,604.0,159.4,49.9,26.6,68.16,21.9,195.2,74.5,55.0,19.0,,1.94,-1.48,252.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
143,Saoner,Khursipar,21.4731,78.7589,shallow,7.8,590.0,384.0,169.3,49.9,29.0,60.7,20.38,185.4,79.7,21.0,23.0,,1.69,-1.84,252.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
144,Saoner,Jatamkhor,21.4747,78.8103,shallow,7.4,970.0,631.0,179.3,55.9,30.0,34.0,20.7,161.0,46.3,42.0,75.0,,0.91,-2.62,252.0,nitrate,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
145,Saoner,Umri,21.4203,78.8136,shallow,7.6,543.0,353.0,129.5,41.9,21.3,30.16,20.1,209.8,25.7,23.0,17.0,,0.95,-0.41,252.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
146,Saoner,Rampuri,21.4436,78.8642,shallow,7.5,1240.0,806.0,313.7,119.8,47.1,53.8,22.3,219.6,169.6,41.0,68.0,,1.05,-6.27,252.0,nitrate,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
147,Saoner,Kelwad,21.4633,78.8792,shallow,8.0,1329.0,864.0,273.9,91.8,44.2,122.0,20.44,409.9,110.5,108.0,51.0,,2.62,-1.51,252.0,nitrate,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
148,Parseoni,Satak,21.3367,79.2661,shallow,7.4,1243.0,808.0,363.5,133.7,55.8,36.8,30.2,156.2,161.9,52.0,72.0,,0.67,-8.72,252.0,nitrate,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
149,Ramtek,Amgaon,21.3881,79.3489,shallow,7.5,229.0,149.0,64.7,20.0,10.9,12.3,3.4,53.7,28.3,12.0,10.0,,0.55,-1.02,252.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
150,Parseoni,Tamaswadi,21.3111,79.135,shallow,7.5,551.0,358.0,154.4,53.9,24.4,28.77,1.43,248.9,22.1,2.0,4.0,,0.82,-0.62,252.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
151,Parseoni,Guramde,21.3136,79.175,shallow,7.1,476.0,309.0,114.5,33.9,19.6,54.33,2.76,248.9,12.9,36.0,9.0,,1.84,0.77,252.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
152,Parseoni,Kharanbad,21.3739,79.1139,shallow,7.6,1360.0,884.0,263.9,91.8,41.8,116.49,49.81,327.0,195.3,7.0,59.0,,2.53,-2.67,252.0,nitrate,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
153,Parseoni,Khubala,21.4656,78.9956,shallow,7.8,690.0,449.0,164.3,59.9,25.4,33.32,23.99,214.7,38.6,35.0,9.0,,0.91,-1.57,252.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
154,Saoner,Tembhurdoh,21.5047,78.9472,shallow,7.8,215.0,140.0,144.4,47.9,23.5,69.32,2.62,307.4,22.1,22.0,29.0,,2.05,0.71,252.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
155,Saoner,Waki,21.3358,79.025,shallow,7.8,693.0,450.0,179.3,63.9,28.0,64.06,0.93,278.2,46.3,61.0,41.0,,1.68,-0.94,252.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
156,Saoner,Gujarwadi,21.3756,78.9436,shallow,7.8,934.0,607.0,263.9,93.8,41.3,81.74,0.59,458.7,64.3,17.0,39.0,,1.77,-0.57,252.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
157,Saoner,Khurajgaon,21.4147,78.9081,shallow,7.9,605.0,393.0,164.3,59.9,25.4,72.38,10.25,219.6,59.1,30.0,33.0,,1.97,-1.49,253.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
158,Saoner,Nanda Kuurd Nandapur,21.4414,78.9583,shallow,7.9,613.0,398.0,164.3,59.9,25.4,84.64,1.18,361.1,22.1,23.0,6.0,,2.31,0.83,253.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
159,Saoner,Kawatha,21.4753,78.9047,shallow,7.8,1114.0,724.0,298.8,111.8,45.4,76.29,6.16,390.4,84.8,4.0,39.0,,1.54,-2.93,253.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
160,Parseoni,SuwarDhara,21.4856,79.1256,shallow,7.7,437.0,284.0,144.4,53.9,22.0,30.76,2.86,131.8,22.1,61.0,14.0,,0.89,-2.34,253.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
161,Parseoni,Bitoli,21.4347,79.165,shallow,7.7,2181.0,1418.0,438.2,139.7,72.5,298.3,0.81,444.1,308.4,149.0,12.0,,5.1,-5.67,253.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
162,Parseoni,Mahul,21.415,79.1883,shallow,7.4,1089.0,708.0,249.0,99.8,36.3,50.69,15.01,268.4,120.8,2.0,9.0,,1.1,-3.58,253.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
163,Parseoni,Khandala Ghatate,21.2189,79.2672,shallow,7.9,612.0,398.0,129.5,37.9,22.2,74.22,2.55,307.4,15.4,16.0,3.0,,2.37,1.32,253.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
164,Parseoni,Kherdi,21.26,79.29,shallow,8.2,1844.0,1199.0,378.5,119.8,62.9,103.8,26.51,336.7,311.0,2.0,1.0,,1.91,-5.65,253.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
165,Ramtek,Kachurwadi,21.3317,79.3853,shallow,7.8,401.0,261.0,119.5,35.9,20.3,22.27,1.4,156.2,22.1,7.0,20.0,,0.74,-0.9,253.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
166,Mauda,KhaperKhedi,21.3531,79.4292,shallow,7.7,770.0,501.0,129.5,39.9,21.8,10.5,0.65,53.7,82.2,4.0,38.0,,0.33,-2.91,253.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
167,Ramtek,Patgavri,21.3936,79.2278,shallow,8.1,1031.0,670.0,219.1,73.9,35.3,101.0,15.4,419.7,72.0,54.0,12.0,,2.42,0.28,253.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
168,Borda,Ramtek,21.4483,79.2742,shallow,8.0,1213.0,788.0,253.5,89.8,39.8,111.84,56.62,380.6,156.8,55.0,31.0,,2.47,-1.53,253.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
169,Warghat,Ramtek,21.5481,79.4075,shallow,7.6,970.0,631.0,164.3,59.9,25.4,82.74,4.64,205.0,77.1,25.0,5.0,,2.26,-1.72,253.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
170,Karwahi,Ramtek,21.3936,79.4492,shallow,7.8,984.0,640.0,234.1,81.8,37.0,55.3,3.74,248.9,79.7,15.0,22.0,,1.27,-3.05,253.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
171,Parsodi,Mauda,21.0958,79.2092,shallow,7.6,1766.0,1148.0,373.0,135.7,57.7,113.2,7.23,224.5,254.4,23.0,17.0,,2.05,-7.85,253.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
172,Bhiwapur,Kaodasi,20.7698,79.3038,shallow,8.0,504.0,,200.0,32.0,29.0,25.0,3.0,195.0,35.0,33.0,19.0,0.8,0.77,-0.79,253.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
173,Bhiwapur,Zamkoli,20.6314,79.1953,shallow,8.0,622.0,,265.0,60.0,28.0,21.0,2.0,226.0,64.0,10.0,37.0,0.6,0.56,-1.6,253.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
174,Bhiwapur,Kholdoda,20.5974,79.3098,shallow,8.0,3142.0,,295.0,56.0,38.0,610.0,20.0,427.0,638.0,374.0,8.0,0.8,15.41,1.07,253.0,,5,fail,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
175,Bhiwapur,Malewada,20.7262,79.3695,shallow,8.0,1560.0,,325.0,82.0,29.0,202.0,16.0,336.0,266.0,96.0,37.0,1.1,4.88,-0.98,253.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
176,Bhiwapur,Seloti,20.745,79.4421,shallow,8.0,600.0,,225.0,60.0,18.0,32.0,8.0,293.0,28.0,14.0,16.0,0.6,0.93,0.32,254.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
177,Bhiwapur,Adhyal,20.803,79.5158,shallow,8.0,583.0,,210.0,40.0,27.0,37.0,3.0,220.0,32.0,62.0,4.0,0.8,1.11,-0.62,254.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
178,Bhiwapur,Somnala,20.8383,79.5119,shallow,8.0,738.0,,260.0,70.0,21.0,48.0,4.0,232.0,78.0,38.0,36.0,0.4,1.29,-1.42,254.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
179,Kuhi,Gothangaon,20.9252,79.5316,shallow,8.0,675.0,,245.0,60.0,23.0,41.0,4.0,311.0,39.0,14.0,17.0,1.1,1.14,0.21,254.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
180,Kuhi,Jiwanapur,20.9462,79.5167,shallow,8.2,728.0,,240.0,40.0,34.0,58.0,3.0,348.0,50.0,10.0,4.0,0.5,1.63,0.91,254.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
181,Kuhi,Tutanbori,20.7992,79.4353,shallow,8.1,322.0,,200.0,66.0,9.0,51.0,4.0,311.0,21.0,24.0,7.0,0.4,1.56,1.06,254.0,,5,pass,CGWB,"compiled 2019-20 (NAQUIM aquifer mapping, publ. 2021); includes earlier studies - no per-sample date published"
